incident_id,timestamp,time,system_state,incident_phase,failing_service,service_name,project_id,cpu_percent,in_flight_queue,incoming_rate,processing_rate,queue_growth_rate,cpu_trend_5min_ma,cpu_trend_10min_ma,label
INC-01830,2026-05-02T06:30:00,06:30:00,recovering,recovery,,Ruby,5,52.25,61.01,88.71,63.82,24.89,45.1076,46.4301,0
INC-01831,2026-05-02T06:31:00,06:31:00,healthy,normal,,Go,2,49.66,67.36,131.07,126.98,4.09,42.3312,47.9073,0
INC-01832,2026-05-02T06:32:00,06:32:00,failure,critical,Go,Go,2,75.76,115.48,108.51,108.37,0.14,50.0328,49.2499,0
INC-01833,2026-05-02T06:33:00,06:33:00,healthy,normal,,Php,3,34.02,55.98,133.02,96.26,36.77,50.2737,45.4437,0
INC-01834,2026-05-02T06:34:00,06:34:00,warning,degraded,Java,Java,4,57.73,46.33,118.71,113.72,4.99,53.8841,47.0137,0
INC-01835,2026-05-02T06:35:00,06:35:00,healthy,normal,,Php,3,39.83,28.12,122.23,122.97,-0.74,51.4007,48.2542,0
INC-01836,2026-05-02T06:36:00,06:36:00,failure,critical,Python,Python,0,75.06,144.34,92.65,72.2,20.45,56.4811,49.4062,0
INC-01837,2026-05-02T06:37:00,06:37:00,healthy,normal,,Node.js,1,37.77,38.71,149.7,102.37,47.33,48.8837,49.4582,0
INC-01838,2026-05-02T06:38:00,06:38:00,warning,degraded,Ruby,Ruby,5,59.96,20.04,85.32,55.11,30.2,54.0715,52.1726,0
INC-01839,2026-05-02T06:39:00,06:39:00,warning,degraded,Python,Python,0,59.13,39.22,86.74,77.0,9.74,54.3505,54.1173,1
INC-01840,2026-05-02T06:40:00,06:40:00,healthy,normal,,Node.js,1,23.43,34.02,131.02,142.69,-11.67,51.0695,51.2351,0
INC-01841,2026-05-02T06:41:00,06:41:00,healthy,normal,,Node.js,1,31.28,70.57,168.09,170.01,-1.93,42.3128,49.397,0
INC-01842,2026-05-02T06:42:00,06:42:00,healthy,normal,,Node.js,1,43.68,53.06,109.42,89.5,19.92,43.4939,46.1888,0
INC-01843,2026-05-02T06:43:00,06:43:00,healthy,normal,,Go,2,34.8,77.65,141.03,122.46,18.57,38.4617,46.2666,0
INC-01844,2026-05-02T06:44:00,06:44:00,failure,critical,Ruby,Ruby,5,93.02,116.67,152.2,112.59,39.61,45.2407,49.7956,0
INC-01845,2026-05-02T06:45:00,06:45:00,healthy,normal,,Python,0,48.32,67.48,144.44,98.44,46.0,50.2185,50.644,0
INC-01846,2026-05-02T06:46:00,06:46:00,healthy,normal,,Python,0,37.11,106.79,110.66,93.07,17.59,51.3846,46.8487,0
INC-01847,2026-05-02T06:47:00,06:47:00,warning,degraded,Python,Python,0,60.53,57.12,87.27,72.59,14.68,54.7553,49.1246,0
INC-01848,2026-05-02T06:48:00,06:48:00,healthy,normal,,Java,4,38.74,67.23,53.77,46.3,7.48,55.5432,47.0025,0
INC-01849,2026-05-02T06:49:00,06:49:00,healthy,normal,,Php,3,30.65,63.87,112.11,120.68,-8.57,43.0681,44.1544,0
INC-01850,2026-05-02T06:50:00,06:50:00,healthy,normal,,Node.js,1,30.96,21.56,155.34,140.11,15.23,39.5976,44.908,0
INC-01851,2026-05-02T06:51:00,06:51:00,recovering,recovery,,Java,4,37.84,61.72,86.28,77.9,8.38,39.7437,45.5642,0
INC-01852,2026-05-02T06:52:00,06:52:00,failure,critical,Java,Java,4,95.41,136.13,141.01,93.63,47.38,46.7198,50.7376,1
INC-01853,2026-05-02T06:53:00,06:53:00,failure,critical,Java,Java,4,84.91,124.81,91.5,100.48,-8.99,55.9546,55.7489,1
INC-01854,2026-05-02T06:54:00,06:54:00,healthy,normal,,Ruby,5,36.46,32.32,123.18,121.51,1.67,57.1169,50.0925,0
INC-01855,2026-05-02T06:55:00,06:55:00,warning,degraded,Node.js,Node.js,1,56.71,63.88,141.23,146.69,-5.45,62.2664,50.932,0
INC-01856,2026-05-02T06:56:00,06:56:00,healthy,normal,,Php,3,38.49,30.55,100.22,80.89,19.33,62.3957,51.0697,0
INC-01857,2026-05-02T06:57:00,06:57:00,healthy,normal,,Go,2,28.9,92.67,125.11,106.48,18.63,49.0946,47.9072,0
INC-01858,2026-05-02T06:58:00,06:58:00,healthy,normal,,Java,4,33.87,52.28,107.55,92.6,14.94,38.8855,47.4201,0
INC-01859,2026-05-02T06:59:00,06:59:00,healthy,normal,,Php,3,42.02,25.53,141.15,98.39,42.76,39.9987,48.5578,0
INC-01860,2026-05-02T07:00:00,07:00:00,healthy,normal,,Php,3,41.33,39.72,127.06,120.04,7.02,36.9214,49.5939,0
INC-01861,2026-05-02T07:01:00,07:01:00,healthy,normal,,Php,3,34.82,44.44,121.7,127.96,-6.27,36.1886,49.2922,0
INC-01862,2026-05-02T07:02:00,07:02:00,healthy,normal,,Python,0,20.85,98.25,166.75,113.7,53.05,34.5787,41.8367,0
INC-01863,2026-05-02T07:03:00,07:03:00,healthy,normal,,Go,2,58.94,32.31,139.87,89.96,49.91,39.594,39.2397,0
INC-01864,2026-05-02T07:04:00,07:04:00,warning,degraded,Ruby,Ruby,5,78.97,47.68,99.29,96.22,3.07,46.9828,43.4907,1
INC-01865,2026-05-02T07:05:00,07:05:00,healthy,normal,,Ruby,5,40.78,39.24,117.42,86.49,30.93,46.8739,41.8977,0
INC-01866,2026-05-02T07:06:00,07:06:00,warning,degraded,Python,Python,0,58.97,59.99,117.72,107.36,10.37,51.704,43.9463,0
INC-01867,2026-05-02T07:07:00,07:07:00,healthy,normal,,Python,0,34.09,39.56,122.41,116.03,6.38,54.3513,44.465,0
INC-01868,2026-05-02T07:08:00,07:08:00,failure,critical,Python,Python,0,83.65,107.22,195.74,148.95,46.79,59.2933,49.4436,1
INC-01869,2026-05-02T07:09:00,07:09:00,healthy,normal,,Php,3,45.11,46.09,131.13,132.12,-0.99,52.5221,49.7525,0
INC-01870,2026-05-02T07:10:00,07:10:00,healthy,normal,,Java,4,37.1,44.01,58.92,51.56,7.37,51.7858,49.3299,0
INC-01871,2026-05-02T07:11:00,07:11:00,healthy,normal,,Python,0,28.73,38.16,103.72,107.29,-3.58,45.7363,48.7202,0
INC-01872,2026-05-02T07:12:00,07:12:00,warning,degraded,Go,Go,2,61.23,39.22,62.03,60.89,1.14,51.1648,52.7581,0
INC-01873,2026-05-02T07:13:00,07:13:00,failure,critical,Java,Java,4,96.97,153.69,110.11,113.88,-3.78,53.8282,56.5608,1
INC-01874,2026-05-02T07:14:00,07:14:00,healthy,normal,,Php,3,47.8,43.61,60.38,36.84,23.54,54.3662,53.4441,0
INC-01875,2026-05-02T07:15:00,07:15:00,healthy,normal,,Go,2,47.23,27.32,93.85,67.74,26.11,56.3915,54.0887,0
INC-01876,2026-05-02T07:16:00,07:16:00,failure,critical,Go,Go,2,94.06,120.76,74.38,47.97,26.4,69.4574,57.5969,1
INC-01877,2026-05-02T07:17:00,07:17:00,warning,degraded,Go,Go,2,62.98,51.09,131.52,107.99,23.54,69.8064,60.4856,0
INC-01878,2026-05-02T07:18:00,07:18:00,healthy,normal,,Node.js,1,9.07,23.27,120.02,125.41,-5.4,52.2261,53.0272,0
INC-01879,2026-05-02T07:19:00,07:19:00,healthy,normal,,Go,2,37.38,82.52,129.09,107.63,21.46,50.1414,52.2538,0
INC-01880,2026-05-02T07:20:00,07:20:00,healthy,normal,,Php,3,34.99,67.35,116.86,119.77,-2.9,47.6932,52.0423,0
INC-01881,2026-05-02T07:21:00,07:21:00,warning,degraded,Java,Java,4,66.12,78.6,78.17,59.69,18.48,42.1059,55.7817,0
INC-01882,2026-05-02T07:22:00,07:22:00,healthy,normal,,Php,3,35.43,57.84,135.41,104.23,31.17,36.5963,53.2014,0
INC-01883,2026-05-02T07:23:00,07:23:00,recovering,recovery,,Php,3,39.39,8.13,177.67,186.16,-8.49,42.6607,47.4434,0
INC-01884,2026-05-02T07:24:00,07:24:00,healthy,normal,,Python,0,39.46,80.71,132.28,107.53,24.75,43.0771,46.6093,0
INC-01885,2026-05-02T07:25:00,07:25:00,healthy,normal,,Go,2,40.06,32.73,107.22,106.67,0.55,44.0916,45.8924,0
INC-01886,2026-05-02T07:26:00,07:26:00,healthy,normal,,Python,0,40.46,34.36,77.16,55.42,21.73,38.9594,40.5326,0
INC-01887,2026-05-02T07:27:00,07:27:00,recovering,recovery,,Python,0,57.57,53.13,92.76,99.66,-6.9,43.3876,39.992,0
INC-01888,2026-05-02T07:28:00,07:28:00,failure,critical,Php,Php,3,92.83,157.56,133.59,118.53,15.06,54.0761,48.3684,1
INC-01889,2026-05-02T07:29:00,07:29:00,healthy,normal,,Ruby,5,31.72,71.07,152.19,149.1,3.1,52.5282,47.8027,0
INC-01890,2026-05-02T07:30:00,07:30:00,warning,degraded,Python,Python,0,64.43,68.13,127.83,82.42,45.41,57.4034,50.7475,0
INC-01891,2026-05-02T07:31:00,07:31:00,healthy,normal,,Node.js,1,35.73,43.76,144.0,121.87,22.13,56.4574,47.7084,0
INC-01892,2026-05-02T07:32:00,07:32:00,healthy,normal,,Java,4,35.86,43.45,141.23,148.37,-7.13,52.1152,47.7514,0
INC-01893,2026-05-02T07:33:00,07:33:00,healthy,normal,,Python,0,42.99,56.92,135.2,140.4,-5.21,42.1459,48.111,0
INC-01894,2026-05-02T07:34:00,07:34:00,healthy,normal,,Go,2,40.15,47.4,100.25,62.49,37.75,43.8318,48.18,0
INC-01895,2026-05-02T07:35:00,07:35:00,healthy,normal,,Php,3,51.62,67.79,125.22,94.14,31.07,41.2689,49.3361,0
INC-01896,2026-05-02T07:36:00,07:36:00,recovering,recovery,,Go,2,67.65,66.6,94.55,77.69,16.86,47.6534,52.0554,0
INC-01897,2026-05-02T07:37:00,07:37:00,healthy,normal,,Python,0,35.64,61.83,120.52,82.69,37.83,47.6086,49.8619,0
INC-01898,2026-05-02T07:38:00,07:38:00,recovering,recovery,,Node.js,1,19.31,0.0,129.93,125.38,4.55,42.8728,42.5093,0
INC-01899,2026-05-02T07:39:00,07:39:00,healthy,normal,,Java,4,44.89,52.56,170.36,117.94,52.43,43.8218,43.8268,0
INC-01900,2026-05-02T07:40:00,07:40:00,warning,degraded,Go,Go,2,60.68,47.82,80.71,62.41,18.29,45.6335,43.4512,0
INC-01901,2026-05-02T07:41:00,07:41:00,healthy,normal,,Python,0,28.59,53.36,134.45,125.25,9.19,37.8207,42.7371,0
INC-01902,2026-05-02T07:42:00,07:42:00,healthy,normal,,Php,3,31.81,34.91,164.44,138.3,26.14,37.0558,42.3322,0
INC-01903,2026-05-02T07:43:00,07:43:00,healthy,normal,,Python,0,31.43,23.5,142.77,138.38,4.38,39.4798,41.1763,0
INC-01904,2026-05-02T07:44:00,07:44:00,healthy,normal,,Php,3,39.9,59.26,144.99,156.67,-11.69,38.4805,41.1512,0
INC-01905,2026-05-02T07:45:00,07:45:00,warning,degraded,Python,Python,0,52.52,42.87,137.63,90.6,47.03,36.85,41.2417,0
INC-01906,2026-05-02T07:46:00,07:46:00,healthy,normal,,Ruby,5,26.38,61.49,158.95,151.76,7.19,36.408,37.1144,0
INC-01907,2026-05-02T07:47:00,07:47:00,warning,degraded,Node.js,Node.js,1,67.75,36.58,87.38,62.49,24.89,43.5946,40.3252,0
INC-01908,2026-05-02T07:48:00,07:48:00,healthy,normal,,Node.js,1,39.98,78.32,78.42,63.31,15.12,45.3059,42.3929,0
INC-01909,2026-05-02T07:49:00,07:49:00,healthy,normal,,Python,0,40.13,70.02,119.81,73.85,45.96,45.3528,41.9166,0
INC-01910,2026-05-02T07:50:00,07:50:00,healthy,normal,,Node.js,1,28.7,55.94,55.17,36.85,18.32,40.5886,38.7193,0
INC-01911,2026-05-02T07:51:00,07:51:00,recovering,recovery,,Java,4,42.17,45.73,156.92,119.24,37.68,43.7477,40.0779,0
INC-01912,2026-05-02T07:52:00,07:52:00,warning,degraded,Ruby,Ruby,5,60.95,67.05,156.62,120.75,35.87,42.3881,42.9913,1
INC-01913,2026-05-02T07:53:00,07:53:00,healthy,normal,,Node.js,1,36.92,57.85,107.0,112.33,-5.33,41.7752,43.5406,0
INC-01914,2026-05-02T07:54:00,07:54:00,healthy,normal,,Node.js,1,46.88,54.77,108.88,105.71,3.17,43.1255,44.2391,0
INC-01915,2026-05-02T07:55:00,07:55:00,healthy,normal,,Php,3,18.62,70.86,117.83,127.97,-10.14,41.1088,40.8487,0
INC-01916,2026-05-02T07:56:00,07:56:00,recovering,recovery,,Java,4,48.23,78.53,121.56,109.35,12.21,42.3209,43.0343,0
INC-01917,2026-05-02T07:57:00,07:57:00,warning,degraded,Go,Go,2,54.34,24.95,123.82,89.25,34.56,40.9992,41.6936,0
INC-01918,2026-05-02T07:58:00,07:58:00,healthy,normal,,Node.js,1,21.78,28.99,136.75,104.45,32.3,37.9718,39.8735,0
INC-01919,2026-05-02T07:59:00,07:59:00,healthy,normal,,Node.js,1,42.74,34.39,114.82,87.25,27.57,37.1422,40.1338,0
INC-01920,2026-05-02T08:00:00,08:00:00,healthy,normal,,Php,3,39.36,19.95,148.3,113.19,35.11,41.2895,41.1992,0
INC-01921,2026-05-02T08:01:00,08:01:00,recovering,recovery,,Python,0,53.6,48.75,133.38,124.91,8.47,42.3617,42.3413,0
INC-01922,2026-05-02T08:02:00,08:02:00,healthy,normal,,Go,2,42.37,62.0,101.79,88.09,13.7,39.9677,40.4834,0
INC-01923,2026-05-02T08:03:00,08:03:00,warning,degraded,Node.js,Node.js,1,61.16,49.57,160.05,126.88,33.18,47.8437,42.9078,0
INC-01924,2026-05-02T08:04:00,08:04:00,healthy,normal,,Java,4,31.54,39.32,79.25,53.46,25.79,45.6044,41.3733,0
INC-01925,2026-05-02T08:05:00,08:05:00,warning,degraded,Python,Python,0,82.49,72.53,117.24,71.64,45.6,54.2301,47.7598,0
INC-01926,2026-05-02T08:06:00,08:06:00,warning,degraded,Go,Go,2,63.03,52.81,149.01,105.71,43.3,56.1165,49.2391,1
INC-01927,2026-05-02T08:07:00,08:07:00,warning,degraded,Go,Go,2,70.88,56.86,98.31,64.27,34.04,61.8191,50.8934,0
INC-01928,2026-05-02T08:08:00,08:08:00,warning,degraded,Php,Php,3,65.05,73.08,129.29,128.35,0.94,62.5969,55.2203,0
INC-01929,2026-05-02T08:09:00,08:09:00,failure,critical,Python,Python,0,73.21,127.54,136.3,89.45,46.85,70.9319,58.2681,1
INC-01930,2026-05-02T08:10:00,08:10:00,healthy,normal,,Go,2,18.64,91.2,94.18,90.62,3.57,58.1633,56.1967,0
INC-01931,2026-05-02T08:11:00,08:11:00,healthy,normal,,Go,2,30.37,41.04,117.83,93.42,24.41,51.6314,53.874,0
INC-01932,2026-05-02T08:12:00,08:12:00,healthy,normal,,Go,2,43.45,89.96,115.3,73.41,41.89,46.145,53.982,0
INC-01933,2026-05-02T08:13:00,08:13:00,recovering,recovery,,Go,2,56.31,30.51,103.45,104.11,-0.66,44.396,53.4964,0
INC-01934,2026-05-02T08:14:00,08:14:00,healthy,normal,,Php,3,42.31,60.35,189.05,168.22,20.83,38.2158,54.5738,0
INC-01935,2026-05-02T08:15:00,08:15:00,warning,degraded,Java,Java,4,57.1,37.15,97.11,69.71,27.4,45.9079,52.0356,0
INC-01936,2026-05-02T08:16:00,08:16:00,warning,degraded,Node.js,Node.js,1,77.93,72.39,150.15,157.26,-7.11,55.4197,53.5256,0
INC-01937,2026-05-02T08:17:00,08:17:00,healthy,normal,,Java,4,27.28,40.44,108.22,67.38,40.84,52.1861,49.1655,0
INC-01938,2026-05-02T08:18:00,08:18:00,healthy,normal,,Go,2,36.7,55.82,87.4,61.26,26.14,48.2653,46.3307,0
INC-01939,2026-05-02T08:19:00,08:19:00,healthy,normal,,Python,0,34.92,36.99,123.08,120.13,2.95,46.7862,42.501,0
INC-01940,2026-05-02T08:20:00,08:20:00,healthy,normal,,Python,0,33.61,68.74,139.47,133.15,6.32,42.0873,43.9976,0
INC-01941,2026-05-02T08:21:00,08:21:00,healthy,normal,,Node.js,1,45.71,36.88,147.62,109.92,37.7,35.6437,45.5317,0
INC-01942,2026-05-02T08:22:00,08:22:00,healthy,normal,,Java,4,29.36,83.67,166.87,105.3,61.57,36.0593,44.1227,0
INC-01943,2026-05-02T08:23:00,08:23:00,failure,critical,Php,Php,3,77.2,110.08,208.36,214.41,-6.05,44.1594,46.2124,1
INC-01944,2026-05-02T08:24:00,08:24:00,recovering,recovery,,Java,4,50.16,23.09,127.52,96.51,31.01,47.208,46.9971,0
INC-01945,2026-05-02T08:25:00,08:25:00,healthy,normal,,Go,2,31.8,69.03,100.11,69.86,30.25,46.8465,44.4669,0
INC-01946,2026-05-02T08:26:00,08:26:00,healthy,normal,,Node.js,1,62.02,38.17,133.59,114.62,18.97,50.1085,42.8761,0
INC-01947,2026-05-02T08:27:00,08:27:00,healthy,normal,,Python,0,40.41,49.86,112.01,118.19,-6.17,52.3191,44.1892,0
INC-01948,2026-05-02T08:28:00,08:28:00,warning,degraded,Node.js,Node.js,1,61.73,43.56,147.78,91.89,55.89,49.2235,46.6915,0
INC-01949,2026-05-02T08:29:00,08:29:00,failure,critical,Node.js,Node.js,1,79.55,103.75,81.09,79.7,1.39,55.1018,51.1549,0
INC-01950,2026-05-02T08:30:00,08:30:00,healthy,normal,,Python,0,19.96,48.46,191.05,169.32,21.73,52.733,49.7898,0
INC-01951,2026-05-02T08:31:00,08:31:00,healthy,normal,,Python,0,26.8,75.3,145.68,118.4,27.28,45.6889,47.8987,0
INC-01952,2026-05-02T08:32:00,08:32:00,warning,degraded,Go,Go,2,65.92,70.06,69.48,67.54,1.94,50.7904,51.5547,1
INC-01953,2026-05-02T08:33:00,08:33:00,warning,degraded,Php,Php,3,76.42,54.64,98.73,106.91,-8.19,53.729,51.4763,0
INC-01954,2026-05-02T08:34:00,08:34:00,healthy,normal,,Ruby,5,43.97,72.25,144.48,103.25,41.23,46.6135,50.8577,0
INC-01955,2026-05-02T08:35:00,08:35:00,warning,degraded,Ruby,Ruby,5,66.83,28.81,155.29,104.33,50.96,55.9885,54.3608,0
INC-01956,2026-05-02T08:36:00,08:36:00,healthy,normal,,Php,3,32.41,43.49,81.83,86.45,-4.62,57.1118,51.4003,0
INC-01957,2026-05-02T08:37:00,08:37:00,healthy,normal,,Node.js,1,37.15,57.92,141.39,132.13,9.26,51.358,51.0742,0
INC-01958,2026-05-02T08:38:00,08:38:00,warning,degraded,Php,Php,3,60.85,47.39,61.58,50.43,11.15,48.2445,50.9868,0
INC-01959,2026-05-02T08:39:00,08:39:00,failure,critical,Java,Java,4,100.0,125.06,117.32,104.02,13.3,59.4498,53.0316,1
INC-01960,2026-05-02T08:40:00,08:40:00,healthy,normal,,Python,0,33.49,25.99,153.36,149.19,4.17,52.7805,54.3845,0
INC-01961,2026-05-02T08:41:00,08:41:00,recovering,recovery,,Node.js,1,49.31,8.37,103.45,102.06,1.39,56.1594,56.6356,0
INC-01962,2026-05-02T08:42:00,08:42:00,healthy,normal,,Java,4,17.27,66.36,74.79,79.28,-4.48,52.184,51.771,0
INC-01963,2026-05-02T08:43:00,08:43:00,warning,degraded,Node.js,Node.js,1,63.44,54.86,124.39,101.18,23.21,52.7011,50.4728,0
INC-01964,2026-05-02T08:44:00,08:44:00,healthy,normal,,Go,2,41.69,68.04,101.86,76.06,25.8,41.0395,50.2446,0
INC-01965,2026-05-02T08:45:00,08:45:00,failure,critical,Go,Go,2,79.46,121.26,138.89,127.75,11.13,50.2339,51.5072,1
INC-01966,2026-05-02T08:46:00,08:46:00,recovering,recovery,,Python,0,43.99,35.74,93.44,75.49,17.95,49.1709,52.6651,0
INC-01967,2026-05-02T08:47:00,08:47:00,healthy,normal,,Node.js,1,41.34,50.13,96.82,86.88,9.94,53.9845,53.0843,0
INC-01968,2026-05-02T08:48:00,08:48:00,recovering,recovery,,Node.js,1,38.19,67.08,59.37,48.09,11.28,48.9346,50.8178,0
INC-01969,2026-05-02T08:49:00,08:49:00,failure,critical,Python,Python,0,96.46,125.37,125.1,84.63,40.47,59.8887,50.4641,1
INC-01970,2026-05-02T08:50:00,08:50:00,warning,degraded,Python,Python,0,60.74,66.04,115.17,96.14,19.04,56.1456,53.1897,0
INC-01971,2026-05-02T08:51:00,08:51:00,healthy,normal,,Java,4,31.89,29.87,84.35,79.75,4.6,53.725,51.4479,0
INC-01972,2026-05-02T08:52:00,08:52:00,failure,critical,Node.js,Node.js,1,79.01,126.77,125.81,125.77,0.05,61.2585,57.6215,1
INC-01973,2026-05-02T08:53:00,08:53:00,failure,critical,Go,Go,2,91.02,128.6,150.81,127.69,23.13,71.826,60.3803,1
INC-01974,2026-05-02T08:54:00,08:54:00,healthy,normal,,Node.js,1,54.68,74.53,113.53,77.5,36.03,63.4693,61.679,0
INC-01975,2026-05-02T08:55:00,08:55:00,recovering,recovery,,Ruby,5,56.25,54.15,128.05,103.38,24.67,62.5712,59.3584,0
INC-01976,2026-05-02T08:56:00,08:56:00,healthy,normal,,Node.js,1,28.09,84.92,128.2,127.32,0.88,61.81,57.7675,0
INC-01977,2026-05-02T08:57:00,08:57:00,healthy,normal,,Node.js,1,44.08,23.05,83.87,67.64,16.23,54.8252,58.0418,0
INC-01978,2026-05-02T08:58:00,08:58:00,healthy,normal,,Java,4,32.47,52.6,181.7,172.3,9.4,43.1136,57.4698,0
INC-01979,2026-05-02T08:59:00,08:59:00,healthy,normal,,Java,4,46.0,53.59,105.87,90.38,15.5,41.377,52.4232,0
INC-01980,2026-05-02T09:00:00,09:00:00,warning,degraded,Python,Python,0,71.45,62.4,139.68,100.66,39.03,44.4173,53.4942,0
INC-01981,2026-05-02T09:01:00,09:01:00,healthy,normal,,Java,4,11.45,33.73,143.08,142.8,0.28,41.0911,51.4506,0
INC-01982,2026-05-02T09:02:00,09:02:00,recovering,recovery,,Go,2,41.97,83.69,115.81,74.36,41.45,40.6676,47.7464,0
INC-01983,2026-05-02T09:03:00,09:03:00,healthy,normal,,Go,2,42.56,50.26,138.2,119.19,19.01,42.6853,42.8995,0
INC-01984,2026-05-02T09:04:00,09:04:00,healthy,normal,,Python,0,36.21,28.26,127.37,89.73,37.65,40.7288,41.0529,0
INC-01985,2026-05-02T09:05:00,09:05:00,healthy,normal,,Python,0,26.81,49.68,77.47,49.08,28.39,31.8001,38.1087,0
INC-01986,2026-05-02T09:06:00,09:06:00,healthy,normal,,Php,3,29.93,43.74,110.03,93.69,16.34,35.4954,38.2933,0
INC-01987,2026-05-02T09:07:00,09:07:00,recovering,recovery,,Go,2,34.75,105.66,101.62,86.36,15.27,34.0519,37.3598,0
INC-01988,2026-05-02T09:08:00,09:08:00,warning,degraded,Node.js,Node.js,1,64.29,71.0,106.15,101.21,4.94,38.3995,40.5424,1
INC-01989,2026-05-02T09:09:00,09:09:00,failure,critical,Php,Php,3,100.0,130.99,80.88,78.65,2.23,51.1569,45.9428,0
INC-01990,2026-05-02T09:10:00,09:10:00,healthy,normal,,Php,3,41.44,47.76,153.79,148.24,5.55,54.0828,42.9414,0
INC-01991,2026-05-02T09:11:00,09:11:00,healthy,normal,,Python,0,52.52,69.02,168.06,135.25,32.81,58.6012,47.0483,0
INC-01992,2026-05-02T09:12:00,09:12:00,healthy,normal,,Go,2,42.06,69.98,149.34,136.77,12.57,60.063,47.0575,0
INC-01993,2026-05-02T09:13:00,09:13:00,healthy,normal,,Python,0,43.22,0.0,158.12,140.48,17.63,55.8484,47.1239,0
INC-01994,2026-05-02T09:14:00,09:14:00,healthy,normal,,Php,3,50.79,62.86,109.66,88.91,20.75,46.0069,48.5819,0
INC-01995,2026-05-02T09:15:00,09:15:00,warning,degraded,Php,Php,3,68.02,50.56,100.91,90.68,10.23,51.3226,52.7027,0
INC-01996,2026-05-02T09:16:00,09:16:00,healthy,normal,,Ruby,5,33.5,23.78,96.64,103.76,-7.12,47.5184,53.0598,0
INC-01997,2026-05-02T09:17:00,09:17:00,warning,degraded,Python,Python,0,73.26,67.6,139.32,97.03,42.29,53.7588,56.9109,1
INC-01998,2026-05-02T09:18:00,09:18:00,healthy,normal,,Python,0,46.63,94.92,126.81,133.52,-6.71,54.441,55.1447,0
INC-01999,2026-05-02T09:19:00,09:19:00,healthy,normal,,Node.js,1,31.16,61.14,117.68,73.76,43.93,50.5145,48.2607,0
INC-02000,2026-05-02T09:20:00,09:20:00,warning,degraded,Node.js,Node.js,1,59.23,72.01,158.85,119.81,39.05,48.7564,50.0395,0
INC-02001,2026-05-02T09:21:00,09:21:00,healthy,normal,,Python,0,36.11,86.08,132.15,98.33,33.82,49.2781,48.3982,0
INC-02002,2026-05-02T09:22:00,09:22:00,failure,critical,Ruby,Ruby,5,94.65,113.39,94.84,86.61,8.23,53.5563,53.6575,1
INC-02003,2026-05-02T09:23:00,09:23:00,warning,degraded,Python,Python,0,71.38,12.85,99.57,66.28,33.3,58.5071,56.474,0
INC-02004,2026-05-02T09:24:00,09:24:00,healthy,normal,,Node.js,1,23.61,63.14,140.46,146.24,-5.78,56.9963,53.7554,0
INC-02005,2026-05-02T09:25:00,09:25:00,recovering,recovery,,Php,3,65.29,45.05,151.25,153.41,-2.16,58.2094,53.4829,0
INC-02006,2026-05-02T09:26:00,09:26:00,healthy,normal,,Node.js,1,29.87,22.52,136.55,126.45,10.1,56.9614,53.1197,0
INC-02007,2026-05-02T09:27:00,09:27:00,healthy,normal,,Php,3,32.88,48.44,176.91,146.69,30.21,44.6069,49.0816,0
INC-02008,2026-05-02T09:28:00,09:28:00,warning,degraded,Python,Python,0,57.78,64.55,169.05,180.29,-11.24,41.8857,50.1964,0
INC-02009,2026-05-02T09:29:00,09:29:00,healthy,normal,,Go,2,56.59,47.02,133.23,135.28,-2.05,48.4817,52.739,0
INC-02010,2026-05-02T09:30:00,09:30:00,failure,critical,Python,Python,0,89.94,114.26,94.84,80.58,14.26,53.4104,55.8099,1
INC-02011,2026-05-02T09:31:00,09:31:00,failure,critical,Python,Python,0,81.19,125.53,80.7,76.74,3.96,63.6747,60.3181,1
INC-02012,2026-05-02T09:32:00,09:32:00,recovering,recovery,,Ruby,5,56.91,49.61,108.38,95.75,12.63,68.4811,56.544,0
INC-02013,2026-05-02T09:33:00,09:33:00,healthy,normal,,Python,0,41.15,11.41,142.6,127.48,15.12,65.156,53.5208,0
INC-02014,2026-05-02T09:34:00,09:34:00,healthy,normal,,Go,2,33.5,47.14,174.8,133.81,40.99,60.5383,54.51,0
INC-02015,2026-05-02T09:35:00,09:35:00,warning,degraded,Node.js,Node.js,1,71.72,23.11,132.52,110.13,22.39,56.8959,55.1532,0
INC-02016,2026-05-02T09:36:00,09:36:00,healthy,normal,,Node.js,1,28.4,63.18,155.06,99.09,55.97,46.337,55.0059,0
INC-02017,2026-05-02T09:37:00,09:37:00,healthy,normal,,Java,4,31.06,18.78,112.64,87.71,24.93,41.1661,54.8236,0
INC-02018,2026-05-02T09:38:00,09:38:00,healthy,normal,,Python,0,18.92,70.25,138.68,131.46,7.22,36.7191,50.9375,0
INC-02019,2026-05-02T09:39:00,09:39:00,healthy,normal,,Php,3,24.41,41.82,144.7,155.79,-11.09,34.9012,47.7197,0
INC-02020,2026-05-02T09:40:00,09:40:00,healthy,normal,,Ruby,5,49.46,39.14,60.61,65.55,-4.94,30.4484,43.6722,0
INC-02021,2026-05-02T09:41:00,09:41:00,failure,critical,Go,Go,2,100.0,135.89,107.6,94.46,13.14,44.7689,45.553,1
INC-02022,2026-05-02T09:42:00,09:42:00,failure,critical,Ruby,Ruby,5,88.53,112.68,148.49,134.13,14.36,56.2628,48.7144,1
INC-02023,2026-05-02T09:43:00,09:43:00,healthy,normal,,Python,0,48.3,55.57,128.23,88.85,39.39,62.1398,49.4295,0
